Date,High,Low,Open,Close,Volume,Adj Close
12/31/2013,4177.72998,4160.77002,4161.509766,4176.589844,1401140000,4176.589844
1/6/2014,4139.779785,4103.75,4137.029785,4113.680176,2292840000,4113.680176
1/6/2014,4139.779785,4103.75,4137.029785,4113.680176,2292840000,4113.680176
1/7/2014,4158.180176,4126.47998,4128.569824,4153.180176,2278220000,4153.180176
1/8/2014,4171.75,4145,4154.279785,4165.609863,2345220000,4165.609863
1/9/2014,4182.740234,4142.700195,4179.040039,4156.189941,2214770000,4156.189941
1/10/2014,4174.680176,4142.209961,4168.939941,4174.669922,2143070000,4174.669922
1/13/2014,4179.470215,4097.990234,4167.410156,4113.299805,2322240000,4113.299805
1/14/2014,4183.839844,4125.810059,4129.600098,4183.02002,2034180000,4183.02002
1/15/2014,4218.790039,4195.97998,4196.529785,4214.879883,2101870000,4214.879883
1/16/2014,4219.279785,4204.160156,4209.589844,4218.689941,2005850000,4218.689941
1/17/2014,4217.240234,4187.310059,4207.819824,4197.580078,2150370000,4197.580078
1/21/2014,4227.930176,4193.169922,4222.97998,4225.759766,2034030000,4225.759766
1/21/2014,4227.930176,4193.169922,4222.97998,4225.759766,2034030000,4225.759766
1/21/2014,4227.930176,4193.169922,4222.97998,4225.759766,2034030000,4225.759766
1/23/2014,4224.439941,4192.279785,4224.359863,4218.879883,2191980000,4218.879883
1/24/2014,4197.930176,4128.169922,4194.970215,4128.169922,2489470000,4128.169922
1/27/2014,4136.459961,4052.629883,4132.220215,4083.610107,2398280000,4083.610107
1/28/2014,4099.810059,4067.689941,4067.860107,4097.959961,2091180000,4097.959961
2/3/2014,4113.549805,3989.949951,4105.060059,3996.959961,2617030000,3996.959961
2/7/2014,4126.509766,4069.929932,4081.820068,4125.859863,2055850000,4125.859863
2/11/2014,4198.509766,4153.100098,4154.660156,4191.049805,1993950000,4191.049805
2/11/2014,4198.509766,4153.100098,4154.660156,4191.049805,1993950000,4191.049805
2/13/2014,4240.669922,4170.470215,4171.580078,4240.669922,2249990000,4240.669922
2/13/2014,4240.669922,4170.470215,4171.580078,4240.669922,2249990000,4240.669922
2/14/2014,4250.910156,4225.75,4237,4244.02002,1881510000,4244.02002
2/18/2014,4277.330078,4243.560059,4253.709961,4272.779785,1886210000,4272.779785
2/18/2014,4277.330078,4243.560059,4253.709961,4272.779785,1886210000,4272.779785
2/18/2014,4277.330078,4243.560059,4253.709961,4272.779785,1886210000,4272.779785
2/20/2014,4272.339844,4226.75,4241.459961,4267.549805,1992780000,4267.549805
2/21/2014,4284.850098,4261.629883,4282.169922,4263.410156,2138250000,4263.410156
2/24/2014,4311.129883,4272.109863,4273.319824,4292.970215,2161300000,4292.970215
2/25/2014,4307.509766,4275.799805,4298.47998,4287.589844,2137150000,4287.589844
2/26/2014,4316.819824,4278.540039,4300.450195,4292.060059,2108270000,4292.060059
2/27/2014,4322.459961,4284.779785,4291.470215,4318.930176,2049160000,4318.930176
