Date,High,Low,Open,Close,Volume,Adj Close
2014-11-03,132.5,130.5,132.0,131.0,44912000.0,109.5735092163086
2014-11-04,132.0,131.0,132.0,132.0,32171000.0,110.40994262695312
2014-11-05,132.0,131.0,131.5,132.0,22440000.0,110.40994262695312
2014-11-06,132.5,131.5,132.5,132.0,28374000.0,110.40994262695312
2014-11-07,131.5,130.5,131.5,131.0,16709000.0,109.5735092163086
2014-11-10,134.5,132.0,132.5,134.5,42569000.0,112.50103759765625
2014-11-11,135.0,133.0,135.0,134.0,20451000.0,112.08282470703125
2014-11-12,134.5,131.5,134.5,132.0,27373000.0,110.40994262695312
2014-11-13,134.5,132.5,133.5,134.0,24882000.0,112.08282470703125
2014-11-14,135.0,133.5,134.0,135.0,23655000.0,112.91927337646484
2014-11-17,135.5,132.5,135.0,133.0,23562000.0,111.24638366699219
2014-11-18,134.5,131.0,134.0,131.5,42688000.0,109.99173736572266
2014-11-19,136.5,132.5,133.0,136.0,70920000.0,113.75570678710938
2014-11-20,139.0,137.0,137.5,139.0,44092000.0,116.2650146484375
2014-11-21,139.5,137.5,139.5,138.5,30388000.0,115.8468017578125
2014-11-24,140.5,138.0,140.0,138.5,33292000.0,115.8468017578125
2014-11-25,140.0,138.5,138.5,139.0,42648000.0,116.2650146484375
2014-11-26,139.0,138.0,138.5,139.0,23137000.0,116.2650146484375
2014-11-27,142.0,140.0,140.0,140.0,26123000.0,117.10145568847656
2014-11-28,141.5,139.0,139.0,141.5,35681000.0,118.35610961914062
2014-12-01,142.0,138.5,139.0,140.0,41250000.0,117.10145568847656
2014-12-02,139.5,137.5,139.5,137.5,45913000.0,115.01036834716797
2014-12-03,139.0,136.5,137.5,138.0,38940000.0,115.4285659790039
2014-12-04,140.0,138.5,139.0,139.0,28226000.0,116.2650146484375
2014-12-05,139.5,137.0,138.5,137.5,27050000.0,115.01036834716797
2014-12-08,138.5,137.0,138.0,138.0,19595000.0,115.4285659790039
2014-12-09,139.0,137.5,138.0,138.0,31770000.0,115.4285659790039
2014-12-10,139.0,136.0,138.0,136.0,39726000.0,113.75570678710938
2014-12-11,136.0,134.5,135.0,134.5,32283000.0,112.50103759765625
2014-12-12,136.0,134.5,135.0,135.0,31433000.0,112.91927337646484
2014-12-15,136.5,134.5,134.5,136.0,44381000.0,113.75570678710938
2014-12-16,135.5,133.0,134.5,133.0,41199000.0,111.24638366699219
2014-12-17,133.0,130.0,133.0,130.5,70497000.0,109.15528869628906
2014-12-18,133.0,131.0,132.0,131.5,50410000.0,109.99173736572266
2014-12-19,138.0,134.0,134.5,138.0,44362000.0,115.4285659790039
2014-12-22,140.0,137.0,137.5,138.5,34577000.0,115.8468017578125
2014-12-23,140.0,137.0,139.0,137.5,19122000.0,115.01036834716797
2014-12-24,138.0,136.0,136.0,138.0,16679000.0,115.4285659790039
2014-12-25,138.0,137.0,137.0,137.5,7358000.0,115.01036834716797
2014-12-26,139.0,137.0,138.0,139.0,13112000.0,116.2650146484375
2014-12-29,141.0,138.0,138.0,141.0,34993000.0,117.93789672851562
2014-12-30,141.5,139.0,141.0,140.0,21789000.0,117.10145568847656
2014-12-31,141.0,139.0,139.0,141.0,18306000.0,117.93789672851562
2015-01-05,140.5,137.5,140.5,139.5,32046000.0,116.68323516845703
2015-01-06,137.5,133.0,137.5,133.5,66778000.0,111.66459655761719
2015-01-07,135.0,133.5,133.5,134.0,43703000.0,112.08282470703125
2015-01-08,138.0,136.0,136.5,138.0,42491000.0,115.4285659790039
2015-01-09,135.5,133.0,135.0,134.0,61558000.0,112.08282470703125
2015-01-12,133.5,132.0,132.5,132.0,30338000.0,110.40994262695312
2015-01-13,133.0,130.5,131.0,132.5,37818000.0,110.82816314697266
2015-01-14,133.0,130.0,132.5,130.0,48740000.0,108.73706817626953
2015-01-15,133.0,131.5,131.5,131.5,40607000.0,109.99173736572266
2015-01-16,140.0,136.0,140.0,137.0,124042000.0,114.59214782714844
2015-01-19,139.5,137.5,138.5,139.0,49986000.0,116.2650146484375
2015-01-20,139.0,137.5,139.0,138.0,32739000.0,115.4285659790039
2015-01-21,141.0,139.5,139.5,141.0,70464000.0,117.93789672851562
2015-01-22,142.0,139.5,141.5,140.0,43846000.0,117.10145568847656
2015-01-23,145.0,142.5,142.5,145.0,82089000.0,121.28364562988281
2015-01-26,145.5,143.5,145.5,145.0,46716000.0,121.28364562988281
2015-01-27,147.0,144.5,145.5,147.0,52805000.0,122.95653533935547
2015-01-28,147.0,145.5,146.5,146.5,45898000.0,122.5383071899414
2015-01-29,145.0,143.0,144.0,143.5,34459000.0,120.02900695800781
2015-01-30,145.5,141.0,145.0,141.0,43666000.0,117.93789672851562
2015-02-02,143.0,140.5,140.5,142.5,29181000.0,119.19255828857422
2015-02-03,144.5,142.0,143.0,144.5,27160000.0,120.86544036865234
2015-02-04,146.5,144.0,144.5,146.0,40416000.0,122.12008666992188
2015-02-05,146.0,143.5,145.5,145.5,23363000.0,121.70187377929688
2015-02-06,145.5,143.0,145.5,143.0,27301000.0,119.61076354980469
2015-02-09,143.5,141.5,143.0,142.0,26315000.0,118.77432250976562
2015-02-10,143.0,141.5,142.0,142.5,33294000.0,119.19255828857422
2015-02-11,149.0,146.0,146.0,148.0,71259000.0,123.79296875
2015-02-12,149.5,147.5,149.5,148.5,33577000.0,124.21118927001953
2015-02-13,150.0,148.0,148.5,148.5,37815000.0,124.21118927001953
2015-02-24,152.0,148.5,149.0,151.0,72531000.0,126.30230712890625
2015-02-25,154.5,152.5,152.5,154.5,48183000.0,129.2298126220703
2015-02-26,154.0,150.5,153.5,150.5,55574000.0,125.88406372070312
2015-03-02,153.0,148.5,151.5,149.0,41388000.0,124.6294174194336
2015-03-03,151.0,148.5,150.0,150.5,29134000.0,125.88406372070312
2015-03-04,151.5,149.0,150.0,150.5,32627000.0,125.88406372070312
2015-03-05,151.0,148.5,150.0,150.0,28872000.0,125.46585083007812
2015-03-06,149.5,148.5,149.0,149.0,31316000.0,124.6294174194336
2015-03-09,147.5,145.0,147.5,145.5,67163000.0,121.70187377929688
2015-03-10,145.0,144.0,145.0,144.0,46809000.0,120.44721984863281
2015-03-11,148.0,143.0,143.5,146.0,51795000.0,122.12008666992188
2015-03-12,148.5,146.5,147.0,148.0,32183000.0,123.79296875
2015-03-13,149.5,147.0,148.0,149.0,45451000.0,124.6294174194336
2015-03-16,149.5,146.0,149.0,146.0,36912000.0,122.12008666992188
2015-03-17,150.0,148.5,148.5,149.0,55718000.0,124.6294174194336
2015-03-18,154.0,150.0,151.0,153.5,70808000.0,128.3933868408203
2015-03-19,155.0,152.5,152.5,154.0,43070000.0,128.8115997314453
2015-03-20,154.0,151.5,151.5,154.0,37536000.0,128.8115997314453
2015-03-23,154.0,152.5,154.0,153.5,26285000.0,128.3933868408203
2015-03-24,153.5,151.5,153.5,151.5,36086000.0,126.72052001953125
2015-03-25,152.5,150.5,152.0,151.0,44424000.0,126.30230712890625
2015-03-26,147.0,144.5,145.5,145.5,157081000.0,121.70187377929688
2015-03-27,145.5,142.5,144.0,142.5,106610000.0,119.19255828857422
2015-03-30,144.0,142.0,142.5,142.5,59832000.0,119.19255828857422
2015-03-31,145.5,143.0,144.0,145.5,56539000.0,121.70187377929688
2015-04-01,145.0,143.5,145.0,144.0,38697000.0,120.44721984863281
2015-04-02,148.0,144.5,145.0,147.0,49213000.0,122.95653533935547
2015-04-07,147.5,145.0,146.5,146.0,33362000.0,122.12008666992188
2015-04-08,146.0,143.0,145.5,143.0,47500000.0,119.61076354980469
2015-04-09,145.5,143.0,144.0,143.0,46493000.0,119.61076354980469
2015-04-10,147.0,145.0,146.0,147.0,33819000.0,122.95653533935547
2015-04-13,147.5,146.0,146.5,147.0,23821000.0,122.95653533935547
2015-04-14,145.5,143.5,145.0,144.0,41528000.0,120.44721984863281
2015-04-15,144.5,141.5,143.5,143.0,71481000.0,119.61076354980469
2015-04-16,147.0,144.5,145.0,147.0,54354000.0,122.95653533935547
2015-04-17,144.0,142.5,143.0,142.5,76708000.0,119.19255828857422
2015-04-20,144.0,141.5,142.0,143.0,34341000.0,119.61076354980469
2015-04-21,143.5,141.5,142.0,142.5,36209000.0,119.19255828857422
2015-04-22,145.0,143.0,143.5,143.5,40606000.0,120.02900695800781
2015-04-23,147.0,145.0,145.5,147.0,46931000.0,122.95653533935547
2015-04-24,152.5,148.5,149.0,152.5,122689000.0,127.55693054199219
2015-04-27,153.0,150.0,153.0,151.5,57529000.0,126.72052001953125
2015-04-28,153.5,150.5,153.5,151.5,43177000.0,126.72052001953125
2015-04-29,151.0,148.0,150.0,148.5,37363000.0,124.21118927001953
2015-04-30,148.5,146.5,147.0,147.0,48913000.0,122.95653533935547
2015-05-04,148.5,146.0,148.5,147.5,30811000.0,123.37474822998047
2015-05-05,148.0,146.0,147.5,147.0,27559000.0,122.95653533935547
2015-05-06,148.0,145.5,145.5,147.5,18784000.0,123.37474822998047
2015-05-07,147.5,146.0,146.0,146.5,21826000.0,122.5383071899414
2015-05-08,147.5,146.0,146.0,146.5,19987000.0,122.5383071899414
2015-05-11,149.0,147.0,149.0,148.5,20326000.0,124.21118927001953
2015-05-12,148.5,147.0,147.0,147.5,20509000.0,123.37474822998047
2015-05-13,149.0,147.0,147.5,148.0,18844000.0,123.79296875
2015-05-14,148.5,146.0,148.0,146.0,38700000.0,122.12008666992188
2015-05-15,147.0,145.0,147.0,146.5,24295000.0,122.5383071899414
2015-05-18,147.0,145.0,147.0,146.5,22879000.0,122.5383071899414
2015-05-19,147.5,145.0,145.5,146.5,26257000.0,122.5383071899414
2015-05-20,147.0,146.0,146.5,146.5,26920000.0,122.5383071899414
2015-05-21,146.5,144.5,146.0,145.5,40819000.0,121.70187377929688
2015-05-22,147.0,145.0,146.0,145.5,22074000.0,121.70187377929688
2015-05-25,147.5,145.5,146.5,147.5,16253000.0,123.37474822998047
2015-05-26,148.5,146.5,148.5,146.5,15545000.0,122.5383071899414
2015-05-27,147.0,145.0,145.5,145.0,23825000.0,121.28364562988281
2015-05-28,147.5,146.0,147.0,147.0,35891000.0,122.95653533935547
2015-05-29,147.5,145.5,147.0,146.0,56616000.0,122.12008666992188
2015-06-01,146.0,144.0,145.5,145.0,31570000.0,121.28364562988281
2015-06-02,144.5,143.5,144.5,144.0,33317000.0,120.44721984863281
2015-06-03,144.5,143.0,143.5,143.0,29870000.0,119.61076354980469
2015-06-04,142.5,140.0,142.0,141.0,58172000.0,117.93789672851562
2015-06-05,140.5,139.0,139.5,140.0,42648000.0,117.10145568847656
2015-06-08,140.0,138.5,139.5,138.5,45469000.0,115.8468017578125
2015-06-09,140.0,138.0,138.5,139.0,31575000.0,116.2650146484375
2015-06-10,141.5,139.5,141.0,139.5,37077000.0,116.68323516845703
2015-06-11,144.0,141.0,141.0,143.5,44613000.0,120.02900695800781
2015-06-12,144.5,142.5,144.0,144.5,31448000.0,120.86544036865234
2015-06-15,144.5,142.5,144.5,143.0,23608000.0,119.61076354980469
2015-06-16,143.0,141.0,143.0,142.0,27272000.0,118.77432250976562
2015-06-17,143.5,142.0,143.0,142.5,31326000.0,119.19255828857422
2015-06-18,143.0,142.0,142.0,142.0,28591000.0,118.77432250976562
2015-06-22,143.5,142.0,142.0,142.0,28278000.0,118.77432250976562
2015-06-23,145.0,142.5,143.0,144.5,37230000.0,120.86544036865234
2015-06-24,145.0,143.5,144.5,145.0,18555000.0,121.28364562988281
2015-06-25,147.0,145.0,145.0,146.5,43496000.0,122.5383071899414
2015-06-26,147.5,145.5,147.0,146.0,33561000.0,122.12008666992188
2015-06-29,141.0,138.5,140.5,138.5,53014000.0,119.53086853027344
2015-06-30,140.5,138.5,139.0,140.5,45261000.0,121.25695037841797
2015-07-01,142.5,139.0,140.0,141.0,32546000.0,121.68846893310547
2015-07-02,142.0,140.5,140.5,141.5,23908000.0,122.11997985839844
2015-07-03,142.5,140.0,141.5,142.5,16093000.0,122.98302459716797
2015-07-06,141.5,140.5,141.0,140.5,20617000.0,121.25695037841797
2015-07-07,142.0,140.5,141.0,140.5,26349000.0,121.25695037841797
2015-07-08,141.0,138.0,140.5,138.0,51986000.0,119.09933471679688
2015-07-09,138.0,134.0,134.0,136.5,53233000.0,117.80479431152344
2015-07-10,136.5,136.5,136.5,136.5,0.0,117.80479431152344
2015-07-13,139.5,137.0,137.0,138.5,34518000.0,119.53086853027344
2015-07-14,140.5,138.0,139.5,138.5,27536000.0,119.53086853027344
2015-07-15,139.5,138.0,139.0,138.5,23295000.0,119.53086853027344
2015-07-16,140.0,135.5,140.0,136.5,36999000.0,117.80479431152344
2015-07-17,140.0,138.0,138.0,140.0,55781000.0,120.82542419433594
2015-07-20,142.0,138.5,141.5,139.0,27655000.0,119.96238708496094
2015-07-21,141.5,139.5,141.0,140.5,19431000.0,121.25695037841797
2015-07-22,139.5,138.0,139.0,139.0,24620000.0,119.96238708496094
2015-07-23,137.5,136.0,137.0,136.0,36389000.0,117.37328338623047
2015-07-24,138.0,136.0,138.0,137.0,38194000.0,118.23632049560547
2015-07-27,135.5,134.0,135.0,134.0,43371000.0,115.6471939086914
2015-07-28,136.5,134.0,135.0,134.0,34219000.0,115.6471939086914
2015-07-29,136.0,134.5,135.0,135.5,29871000.0,116.9417495727539
2015-07-30,139.0,136.0,136.0,138.5,36097000.0,119.53086853027344
2015-07-31,140.5,137.5,140.5,139.5,39992000.0,120.39391326904297
2015-08-03,138.5,134.5,138.5,134.5,33631000.0,116.0787124633789
2015-08-04,136.5,134.5,135.0,136.5,26546000.0,117.80479431152344
2015-08-05,135.5,134.0,135.5,134.0,28491000.0,115.6471939086914
2015-08-06,136.0,132.0,136.0,134.0,38414000.0,115.6471939086914
2015-08-07,133.5,131.5,133.0,133.0,30554000.0,114.7841567993164
2015-08-10,131.0,125.5,131.0,129.0,63646000.0,111.33200073242188
2015-08-11,133.5,130.5,133.5,130.5,64344000.0,112.6265640258789
2015-08-12,130.0,127.5,129.5,128.5,41642000.0,110.90048217773438
2015-08-13,130.0,127.5,129.0,128.0,35943000.0,110.4689712524414
2015-08-14,128.5,125.0,128.0,126.0,39413000.0,108.74288177490234
2015-08-17,125.5,123.0,125.5,124.0,37847000.0,107.01680755615234
2015-08-18,126.5,125.0,125.0,126.0,40722000.0,108.74288177490234
2015-08-19,127.5,124.0,127.5,125.0,41301000.0,107.87983703613281
2015-08-20,126.0,123.5,124.5,126.0,38012000.0,108.74288177490234
2015-08-21,124.5,121.0,123.0,121.0,59694000.0,104.42769622802734
2015-08-24,121.0,112.5,120.0,115.0,116158000.0,99.24945831298828
2015-08-25,124.0,117.5,118.0,123.5,94960000.0,106.58528137207031
2015-08-26,124.5,119.5,121.0,122.5,64879000.0,105.72225189208984
2015-08-27,125.0,122.0,125.0,124.0,53388000.0,107.01680755615234
2015-08-28,127.0,124.5,127.0,125.0,41466000.0,107.87983703613281
2015-08-31,129.0,123.5,126.0,129.0,56941000.0,111.33200073242188
2015-09-01,127.5,124.0,127.5,124.0,42340000.0,107.01680755615234
2015-09-02,127.0,123.0,123.0,125.5,36973000.0,108.31136322021484
2015-09-03,127.5,125.0,127.5,127.0,24004000.0,109.60591888427734
2015-09-04,127.0,123.5,126.5,125.0,22006000.0,107.87983703613281
2015-09-07,126.0,122.0,124.5,122.5,25891000.0,105.72225189208984
2015-09-08,123.5,122.0,122.5,123.0,15090000.0,106.15377044677734
2015-09-09,129.0,126.5,126.5,129.0,53588000.0,111.33200073242188
2015-09-10,128.0,125.0,127.0,125.0,32912000.0,107.87983703613281
2015-09-11,127.5,124.0,125.5,127.5,20525000.0,110.03743743896484
2015-09-14,129.0,126.0,128.0,127.5,25508000.0,110.03743743896484
2015-09-15,128.0,125.5,127.5,126.0,21658000.0,108.74288177490234
2015-09-16,130.0,127.5,128.0,129.5,39923000.0,111.7635269165039
2015-09-17,131.5,130.0,130.5,131.0,49472000.0,113.0580825805664
2015-09-18,131.5,129.0,129.5,131.5,31937000.0,113.48960876464844
2015-09-21,130.0,128.5,130.0,129.5,29930000.0,111.7635269165039
2015-09-22,130.0,128.5,130.0,129.0,17636000.0,111.33200073242188
2015-09-23,127.5,124.5,127.0,124.5,32905000.0,107.44832611083984
2015-09-24,128.0,125.5,127.0,127.0,43432000.0,109.60591888427734
2015-09-25,127.5,125.0,127.0,127.0,24630000.0,109.60591888427734
2015-09-29,127.0,127.0,127.0,127.0,0.0,109.60591888427734
2015-09-30,131.0,127.0,128.0,130.0,67112000.0,112.19503784179688
2015-10-01,134.0,129.5,131.0,133.5,49600000.0,115.21566772460938
2015-10-02,132.5,131.5,132.5,132.0,25216000.0,113.9211196899414
2015-10-05,133.5,131.5,133.0,132.5,30276000.0,114.3526382446289
2015-10-06,135.5,132.5,135.0,133.0,48613000.0,114.7841567993164
2015-10-07,135.0,133.0,133.5,135.0,31784000.0,116.51023864746094
2015-10-08,137.0,135.0,137.0,136.0,31144000.0,117.37328338623047
2015-10-12,139.0,136.5,137.0,138.5,46971000.0,119.53086853027344
2015-10-13,138.5,136.0,138.5,137.5,36108000.0,118.66783905029297
2015-10-14,137.5,136.0,136.5,136.5,18007000.0,117.80479431152344
2015-10-15,141.0,139.0,139.0,140.0,57142000.0,120.82542419433594
2015-10-16,137.5,136.0,137.0,137.5,36196000.0,118.66783905029297
2015-10-19,139.0,137.0,138.5,138.0,26150000.0,119.09933471679688
2015-10-20,139.0,137.5,139.0,139.0,27462000.0,119.96238708496094
2015-10-21,140.0,137.5,139.5,138.5,17976000.0,119.53086853027344
2015-10-22,138.5,137.0,138.0,137.5,15149000.0,118.66783905029297
2015-10-23,140.5,139.0,140.0,140.0,35644000.0,120.82542419433594
2015-10-26,140.5,139.0,140.5,140.0,24382000.0,120.82542419433594
2015-10-27,140.0,137.5,138.5,139.0,26012000.0,119.96238708496094
2015-10-28,139.0,137.0,137.0,138.0,22522000.0,119.09933471679688
2015-10-29,139.5,136.5,139.0,136.5,20428000.0,117.80479431152344
2015-10-30,137.5,136.0,137.0,136.5,27844000.0,117.80479431152344
2015-11-02,138.5,135.5,138.5,137.5,21663000.0,118.66783905029297
2015-11-03,140.0,138.0,138.5,139.5,33082000.0,120.39391326904297
2015-11-04,144.5,141.0,141.5,144.5,75144000.0,124.70911407470703
2015-11-05,144.5,142.5,144.0,142.5,35773000.0,122.98302459716797
