Date,High,Low,Open,Close,Volume,Adj Close
12/31/2013,16588.25,16511.48047,16512.38086,16576.66016,78760000,16576.66016
1/3/2014,16518.74023,16439.30078,16456.89063,16469.99023,72770000,16469.99023
1/6/2014,16532.99023,16405.51953,16474.03906,16425.09961,89380000,16425.09961
1/7/2014,16562.32031,16429.01953,16429.01953,16530.93945,81270000,16530.93945
1/8/2014,16528.88086,16416.68945,16527.66016,16462.74023,103260000,16462.74023
1/9/2014,16525.34961,16378.61035,16471.41016,16444.75977,83990000,16444.75977
1/10/2014,16487.65039,16379.01953,16453.61914,16437.05078,85190000,16437.05078
1/13/2014,16453.13086,16240.59961,16434.0293,16257.94043,111680000,16257.94043
1/14/2014,16373.91992,16260.83008,16261.99023,16373.86035,98610000,16373.86035
1/15/2014,16505.2793,16376.78027,16378.03027,16481.93945,101130000,16481.93945
1/16/2014,16477.69922,16375.55957,16477.69922,16417.00977,87370000,16417.00977
1/17/2014,16495.25977,16378.7998,16408.01953,16458.56055,184970000,16458.56055
1/21/2014,16520.59961,16316.25,16459.26953,16414.43945,111570000,16414.43945
1/21/2014,16520.59961,16316.25,16459.26953,16414.43945,111570000,16414.43945
1/22/2014,16453.49023,16332.98047,16420.48047,16373.33984,87470000,16373.33984
1/23/2014,16372.95996,16140.58008,16371.99023,16197.34961,100540000,16197.34961
1/24/2014,16203.29004,15879.11035,16203.29004,15879.11035,141450000,15879.11035
1/27/2014,15942.76953,15783.5498,15879.0498,15837.87988,127540000,15837.87988
1/28/2014,15945.88965,15840.83984,15840.83984,15928.55957,89110000,15928.55957
1/30/2014,15907.53027,15733.26953,15743.03027,15848.61035,92100000,15848.61035
2/3/2014,15708.54004,15356.16992,15697.69043,15372.7998,151050000,15372.7998
2/5/2014,15478.20996,15340.69043,15443,15440.23047,105130000,15440.23047
2/7/2014,15798.50977,15625.53027,15630.63965,15794.08008,105780000,15794.08008
2/11/2014,16027.19043,15803.40039,15804.16992,15994.76953,95930000,15994.76953
2/13/2014,16039.37012,15863.25,15946.99023,16027.58984,99470000,16027.58984
2/14/2014,16175.5498,15985.38965,16018.08008,16154.38965,84060000,16154.38965
2/18/2014,16167.33008,16107.04004,16153.96973,16130.40039,91250000,16130.40039
2/18/2014,16167.33008,16107.04004,16153.96973,16130.40039,91250000,16130.40039
2/19/2014,16225.71973,16031.66016,16126.23047,16040.55957,80560000,16040.55957
2/20/2014,16161.63965,16006.58984,16044.15039,16133.23047,77720000,16133.23047
2/21/2014,16191.91992,16093.7998,16135.91992,16103.2998,126580000,16103.2998
2/24/2014,16300.04004,16102.26953,16102.26953,16207.13965,244580000,16207.13965
2/25/2014,16254.25977,16147.25,16207.33984,16179.66016,99470000,16179.66016
